,Loan_ID,cluster_Kmeans_outlier_removed,Kmeans_pca_clusters,Kmeans_pca_pipeline_clusters,KPrototypes_with_org_feat,KPrototypes_with_encode_feat,Kmeans_pca_mca
7030,10213140,1,0,0,0,0,0
7031,10073007,1,1,0,1,1,1
7032,10234803,1,1,1,1,1,1
7033,10233024,0,0,1,1,1,0
7034,10135463,1,0,0,1,1,1
7035,10093682,1,1,1,1,1,1
7036,10129144,1,0,1,0,0,0
7037,10069596,0,1,1,1,1,1
7038,10176676,1,1,1,1,1,1
7039,10214402,0,1,0,1,1,1
7040,10132364,0,1,1,0,0,1
7041,10056702,1,1,0,1,1,1
7042,10164279,0,1,0,1,1,1
7043,10041025,0,1,1,1,1,1
7044,10158989,0,0,0,1,1,0
7045,10108593,0,1,0,1,1,1
7046,10038417,1,0,1,1,1,0
7047,10048624,0,0,1,1,1,0
7048,10079022,1,1,1,1,1,1
7049,10257882,1,1,1,1,1,1
7050,10247431,1,0,0,1,1,0
7051,10028303,1,1,0,1,1,1
7052,10141667,1,0,1,1,1,0
7053,10059530,1,1,0,1,1,1
7054,10021515,1,1,0,1,1,1
7055,10116565,1,1,1,0,0,1
7056,10115512,0,1,0,1,1,1
7057,10145708,1,1,0,1,1,1
7058,10272234,1,1,1,1,1,1
7059,10024337,0,1,1,1,1,1
7060,10076724,1,1,1,1,1,1
7061,10161152,1,1,0,1,1,1
7062,10193506,1,0,1,1,1,0
7063,10079318,1,0,1,1,1,0
7064,10059056,1,0,0,1,1,0
7065,10194526,0,0,1,1,1,0
7066,10120792,0,0,0,1,1,0
7067,10072308,0,1,0,1,1,1
7068,10263646,0,1,0,1,1,1
7069,10143214,1,0,1,1,1,0
7070,10056728,0,1,1,1,1,1
7071,10212851,0,1,0,1,1,1
7072,10005374,1,1,0,1,1,1
7073,10026392,1,0,1,1,1,0
7074,10244571,1,1,1,1,1,1
7075,10199679,1,0,0,0,0,0
7076,10036356,0,1,0,0,0,1
7077,10014484,0,1,0,1,1,1
7078,10155415,1,0,0,1,1,0
7079,10185492,1,1,0,1,1,1
7080,10047722,0,1,0,1,1,1
7081,10049514,0,0,0,1,1,0
7082,10126797,0,0,1,1,1,0
7083,10021453,1,0,0,1,1,0
7084,10041963,0,1,1,1,1,1
7085,10021416,0,1,0,1,1,1
7086,10238463,0,1,0,1,1,1
7087,10228382,0,0,0,1,1,0
7088,10267618,0,1,1,1,1,1
7089,10002368,1,0,0,1,1,0
7090,10211175,1,1,1,1,1,1
7091,10118951,0,1,0,1,1,1
7092,10083076,1,1,1,1,1,1
7093,10092841,1,1,1,1,1,1
7094,10186362,1,1,1,1,1,1
7095,10177390,0,1,1,1,1,1
7096,10273396,1,0,0,1,1,0
7097,10139628,1,1,0,1,1,1
7098,10077926,0,1,1,1,1,1
7099,10139189,1,0,0,1,1,0
7100,10226190,1,0,0,1,1,0
7101,10273845,0,1,0,0,0,1
7102,10083191,1,0,0,0,0,0
7103,10241138,1,1,0,1,1,1
7104,10024049,1,0,0,1,1,0
7105,10014001,1,0,0,0,0,0
7106,10192893,0,0,0,1,1,0
7107,10030616,1,1,1,1,1,1
7108,10223367,1,1,0,1,1,1
7109,10196916,1,0,1,0,0,0
7110,10207208,1,1,1,1,1,1
7111,10125791,1,1,0,1,1,1
7112,10031963,1,1,0,1,1,1
7113,10003458,1,1,0,1,1,1
7114,10216797,1,0,1,1,1,0
7115,10141068,1,1,0,1,1,1
7116,10084208,0,1,0,1,1,1
7117,10124784,1,1,1,1,1,1
7118,10039468,1,1,0,1,1,0
7119,10129803,0,1,0,1,1,1
7120,10251977,1,1,0,1,1,1
7121,10079474,1,0,0,1,1,0
7122,10201892,0,0,0,0,0,0
7123,10120995,1,1,0,1,1,1
7124,10272193,0,0,0,1,1,0
7125,10036782,1,1,1,1,1,1
7126,10159911,0,0,0,1,1,0
7127,10080073,1,0,0,1,1,0
7128,10158145,0,0,0,1,1,0
7129,10204302,0,1,0,1,1,1
7130,10170917,1,1,0,1,1,1
7131,10017154,1,1,0,1,1,1
7132,10174682,1,1,1,1,1,1
7133,10049502,0,0,0,0,0,0
7134,10048183,1,0,0,1,1,0
7135,10125752,1,1,0,1,1,1
7136,10049075,1,1,0,1,1,1
7137,10181847,0,1,0,1,1,1
7138,10128938,0,1,0,1,1,1
7139,10205226,1,0,1,0,0,0
7140,10101525,1,1,0,1,1,1
7141,10262105,1,1,0,1,1,1
7142,10117227,0,0,0,1,1,0
7143,10147660,1,0,0,1,1,0
7144,10242649,0,0,0,1,1,0
7145,10142549,0,1,1,1,1,1
7146,10240185,1,1,0,1,1,1
7147,10268820,0,1,1,1,1,1
7148,10153023,1,1,1,1,1,1
7149,10243634,0,1,0,1,1,1
7150,10185138,1,1,1,1,1,1
7151,10168971,0,0,1,1,1,0
7152,10182551,1,1,0,1,1,1
7153,10163957,1,0,0,1,1,0
7154,10025069,0,0,1,0,0,0
7155,10104456,1,0,0,1,1,0
7156,10250885,1,0,1,1,1,0
7157,10241442,0,1,1,1,1,1
7158,10056819,0,0,1,1,1,0
7159,10045975,1,0,1,1,1,0
7160,10270611,1,0,1,1,1,0
7161,10181813,0,0,1,0,0,0
7162,10106141,1,0,0,1,1,0
7163,10112595,0,0,0,1,1,0
7164,10095257,1,1,0,0,0,1
7165,10177392,1,0,1,1,1,0
7166,10159560,0,1,0,1,1,1
7167,10004072,0,1,1,0,0,1
7168,10145793,1,1,0,1,1,1
7169,10030960,0,1,0,1,1,1
7170,10003849,0,0,1,1,1,0
7171,10023983,0,0,0,0,0,0
7172,10209802,0,1,0,1,1,1
7173,10089432,0,1,0,1,1,1
7174,10081617,0,1,0,1,1,1
7175,10063879,0,1,0,1,1,1
7176,10117604,0,1,0,1,1,1
7177,10005784,1,1,0,1,1,1
7178,10266399,1,1,1,1,1,1
7179,10262816,0,1,0,1,1,1
7180,10119614,0,1,1,1,1,1
7181,10191749,0,0,1,1,1,0
7182,10147828,0,1,0,1,1,1
7183,10137823,0,1,0,1,1,1
7184,10213189,0,1,1,1,1,1
7185,10132736,0,1,1,1,1,1
7186,10198798,1,1,0,1,1,1
7187,10094992,0,0,1,1,1,0
7188,10238127,1,1,0,1,1,1
7189,10010125,0,1,0,1,1,1
7190,10032318,1,0,1,1,1,0
7191,10241080,1,1,1,1,1,1
7192,10054901,0,1,1,1,1,1
7193,10064244,1,1,0,1,1,1
7194,10001619,1,1,0,1,1,1
7195,10204034,0,1,0,1,1,1
7196,10071081,0,0,0,1,1,0
7197,10018258,0,0,0,1,1,0
7198,10180680,0,0,0,1,1,0
7199,10249652,0,1,0,1,1,1
7200,10193487,0,1,1,1,1,1
7201,10235062,1,1,1,1,1,1
7202,10247999,0,0,0,1,1,0
7203,10192830,1,0,0,1,1,0
7204,10080482,0,0,0,1,1,0
7205,10060971,0,1,1,1,1,1
7206,10140077,1,1,0,1,1,1
7207,10009953,1,1,1,1,1,1
7208,10203216,1,0,0,1,1,0
7209,10243731,1,0,0,1,1,0
7210,10119362,0,0,0,1,1,0
7211,10114548,1,1,0,1,1,1
7212,10032424,0,1,1,1,1,1
7213,10032936,1,1,0,1,1,1
7214,10273804,1,0,0,0,0,0
7215,10267186,1,1,0,1,1,1
7216,10155928,0,1,1,1,1,1
7217,10155578,1,1,0,1,1,1
7218,10196145,1,1,1,1,1,1
7219,10055249,0,0,0,1,1,0
7220,10028680,0,0,0,1,1,0
7221,10068414,1,0,1,0,0,0
7222,10146434,0,1,0,1,1,1
7223,10077617,1,1,1,1,1,1
7224,10210601,1,1,1,1,1,1
7225,10191785,1,1,1,1,1,1
7226,10272893,0,0,0,1,1,0
7227,10031214,0,1,0,1,1,1
7228,10137171,1,0,1,1,1,0
7229,10020911,0,1,1,1,1,1
7230,10121459,1,1,0,1,1,1
7231,10133948,1,0,1,0,0,0
7232,10257620,1,0,1,1,1,0
7233,10254146,0,1,1,1,1,0
7234,10023074,0,1,1,1,1,1
7235,10137930,1,0,0,1,1,0
7236,10082287,0,1,0,1,1,1
7237,10174105,0,0,1,0,0,0
7238,10216151,1,0,0,1,1,0
7239,10265658,0,0,1,1,1,0
7240,10228758,1,0,0,1,1,0
7241,10076163,1,1,1,1,1,1
7242,10116514,1,1,0,1,1,1
7243,10188092,0,1,0,1,1,1
7244,10117649,1,1,1,1,1,1
7245,10224220,1,1,0,1,1,1
7246,10202867,0,1,0,1,1,1
7247,10259581,1,1,0,1,1,1
7248,10026712,1,1,0,1,1,1
7249,10048057,1,1,1,1,1,1
7250,10011037,1,1,0,1,1,1
7251,10036201,0,0,0,1,1,0
7252,10063829,1,1,1,1,1,1
7253,10035328,1,1,1,1,1,1
7254,10083535,0,1,0,1,1,1
7255,10022397,1,0,1,1,1,0
7256,10114953,0,0,0,0,0,0
7257,10102461,1,0,0,1,1,0
7258,10006051,1,1,1,1,1,1
7259,10230708,1,0,1,0,0,0
7260,10257546,0,0,1,1,1,0
7261,10086018,1,0,1,1,1,0
7262,10090417,0,0,1,1,1,0
7263,10063504,0,1,0,1,1,1
7264,10135033,1,0,0,1,1,0
7265,10199633,0,1,1,1,1,1
7266,10104577,1,1,0,1,1,1
7267,10267007,0,1,0,1,1,1
7268,10073968,1,1,0,1,1,1
7269,10006713,1,1,0,1,1,1
7270,10035959,1,1,1,1,1,1
7271,10010114,0,0,0,1,1,0
7272,10028859,1,1,0,1,1,1
7273,10020729,1,1,1,1,1,1
7274,10238595,1,1,1,1,1,1
7275,10146694,0,1,0,1,1,1
7276,10026611,1,1,1,1,1,1
7277,10132622,1,1,1,1,1,1
7278,10242569,1,1,0,1,1,1
7279,10150046,0,0,1,1,1,0
7280,10178174,1,1,0,1,1,1
7281,10170869,1,1,0,1,1,1
7282,10204704,1,0,1,1,1,0
7283,10050926,1,1,0,1,1,1
7284,10096385,1,1,0,1,1,1
7285,10109893,0,0,0,1,1,0
7286,10146213,1,0,0,1,1,0
7287,10083577,1,0,0,0,0,0
7288,10004990,0,1,0,0,0,1
7289,10150629,0,0,1,1,1,0
7290,10112780,0,0,1,1,1,0
7291,10131283,0,1,0,1,1,1
7292,10010753,0,1,1,1,1,1
7293,10026115,0,1,1,1,1,1
7294,10107144,1,1,1,1,1,1
7295,10213310,1,1,0,1,1,1
7296,10119371,0,0,0,1,1,0
7297,10033408,1,0,0,1,1,0
7298,10022422,1,1,1,1,1,1
7299,10062994,0,0,0,1,1,0
7300,10190658,1,1,0,1,1,1
7301,10054492,0,0,1,1,1,0
7302,10111915,0,1,0,1,1,1
7303,10120709,1,0,0,0,0,0
7304,10062161,0,0,0,0,0,0
7305,10074762,1,1,0,1,1,1
7306,10135362,1,1,0,1,1,1
7307,10162295,1,0,1,1,1,0
7308,10069555,0,0,0,0,0,0
7309,10250785,1,0,1,0,0,0
7310,10064435,1,1,0,1,1,1
7311,10050457,0,1,0,1,1,1
7312,10044752,1,1,1,1,1,1
7313,10272303,0,1,1,1,1,1
7314,10257208,1,1,0,1,1,1
7315,10161977,1,1,0,1,1,1
7316,10176841,0,1,0,1,1,1
7317,10127935,0,0,0,1,1,0
7318,10215353,1,1,1,0,0,1
7319,10097326,1,0,1,0,0,0
7320,10030877,0,1,0,1,1,1
7321,10187669,0,1,0,1,1,1
7322,10017237,1,1,1,1,1,1
7323,10124009,1,1,1,1,1,1
7324,10123023,1,0,1,1,1,1
7325,10098356,1,1,0,1,1,1
7326,10225213,1,1,1,1,1,1
7327,10165472,1,1,1,1,1,1
7328,10186469,0,0,0,1,1,0
7329,10072109,0,1,0,1,1,1
7330,10180021,0,0,1,1,1,0
7331,10077740,1,1,0,1,1,1
7332,10159172,1,1,1,1,1,1
7333,10027437,1,0,0,1,1,0
7334,10238298,0,1,1,1,1,1
7335,10035798,1,1,1,1,1,1
7336,10011271,1,0,0,0,0,1
7337,10114272,1,1,0,1,1,1
7338,10265287,1,0,0,1,1,0
7339,10251521,0,1,0,1,1,1
7340,10187180,0,0,1,0,0,0
7341,10202166,1,0,1,1,1,0
7342,10002959,1,0,0,1,1,0
7343,10204758,1,0,0,1,1,0
7344,10199032,1,1,0,1,1,1
7345,10260382,1,1,1,1,1,1
7346,10222212,0,0,0,1,1,0
7347,10268197,1,0,1,1,1,0
7348,10104619,1,1,0,1,1,1
7349,10101395,0,1,1,1,1,1
7350,10208326,0,1,0,1,1,1
7351,10060378,0,1,0,1,1,1
7352,10092932,1,1,1,1,1,1
7353,10258319,1,1,1,1,1,1
7354,10191907,1,1,0,1,1,1
7355,10011129,0,1,1,0,0,1
7356,10104217,1,1,1,1,1,1
7357,10242285,0,0,0,0,0,0
7358,10000317,0,0,0,0,0,0
7359,10070445,1,0,1,1,1,0
7360,10005248,1,1,0,1,1,1
7361,10117178,1,1,1,1,1,1
7362,10168966,1,1,0,1,1,1
7363,10071632,0,1,0,1,1,1
7364,10270762,1,0,1,1,1,0
7365,10134733,0,1,1,1,1,1
7366,10001863,1,1,0,1,1,1
7367,10157354,1,1,0,0,0,1
7368,10175744,1,1,1,1,1,1
7369,10062089,0,1,0,1,1,1
7370,10059313,1,1,1,0,0,1
7371,10072840,1,1,0,1,1,1
7372,10209626,0,0,1,1,1,0
7373,10265985,1,1,1,1,1,1
7374,10022873,1,1,1,1,1,1
7375,10137372,1,1,1,1,1,1
7376,10009806,1,1,0,1,1,1
7377,10011219,0,0,0,1,1,0
7378,10184871,1,1,1,0,0,0
7379,10225886,0,0,1,1,1,0
7380,10012934,0,0,0,1,1,0
7381,10243757,0,0,0,0,0,0
7382,10076123,1,1,0,1,1,1
7383,10004493,1,1,0,1,1,1
7384,10198268,0,1,1,0,0,1
7385,10249611,0,1,0,1,1,1
7386,10117190,1,1,0,1,1,1
7387,10089540,0,0,0,0,0,0
7388,10004654,1,1,1,1,1,1
7389,10090279,1,0,0,1,1,0
7390,10153527,0,1,0,1,1,1
7391,10174918,1,1,0,1,1,1
7392,10154013,0,1,1,1,1,1
7393,10034827,1,0,0,1,1,0
7394,10260102,0,0,1,1,1,0
7395,10118407,0,0,0,1,1,0
7396,10162225,0,1,0,1,1,1
7397,10244063,0,0,1,1,1,0
7398,10158744,0,1,0,1,1,1
7399,10006261,1,1,1,1,1,1
7400,10085919,0,0,0,1,1,0
7401,10246961,1,1,1,1,1,1
7402,10200568,1,1,0,1,1,1
7403,10123682,0,0,1,1,1,0
7404,10020834,0,0,1,1,1,0
7405,10063662,1,1,1,1,1,1
7406,10201784,1,0,1,1,1,0
7407,10012852,0,0,0,0,0,0
7408,10228221,1,0,0,1,1,0
7409,10138432,0,1,1,1,1,1
7410,10097181,0,1,0,1,1,1
7411,10253577,0,0,1,1,1,0
7412,10012594,1,0,1,1,1,0
7413,10197636,0,0,0,1,1,0
7414,10198177,1,0,0,1,1,0
7415,10078575,1,1,1,1,1,1
7416,10025817,0,1,0,1,1,1
7417,10170266,0,0,0,1,1,0
7418,10175395,1,1,0,1,1,1
7419,10244825,1,1,0,1,1,1
7420,10039608,1,1,0,1,1,1
7421,10257645,1,0,1,1,1,0
7422,10019404,1,1,1,1,1,1
7423,10253630,1,1,0,0,0,1
7424,10214829,0,1,0,1,1,1
7425,10038228,1,1,0,1,1,1
7426,10180714,1,0,1,0,0,0
7427,10084626,1,1,1,1,1,1
7428,10047098,1,1,0,1,1,1
7429,10020303,1,1,1,1,1,1
7430,10143329,1,1,0,1,1,1
7431,10083737,0,0,0,1,1,0
7432,10054867,0,1,0,1,1,1
7433,10145003,0,0,0,1,1,0
7434,10245089,1,1,1,1,1,1
7435,10266737,1,1,0,1,1,1
7436,10131757,0,1,0,1,1,1
7437,10007261,1,1,1,1,1,1
7438,10226888,1,1,0,1,1,1
7439,10104067,1,1,0,1,1,1
7440,10012575,0,0,0,1,1,0
7441,10132051,1,1,0,1,1,1
7442,10034409,0,0,0,1,1,0
7443,10064492,1,0,0,1,1,0
7444,10014603,0,1,1,1,1,1
7445,10105224,0,1,1,1,1,1
7446,10037621,1,1,1,1,1,1
7447,10243180,1,1,1,1,1,1
7448,10217691,1,1,0,1,1,1
7449,10141809,0,1,1,1,1,1
7450,10126286,1,0,1,1,1,0
7451,10066516,1,1,0,1,1,1
7452,10268792,0,1,0,1,1,1
7453,10193400,1,0,0,1,1,0
7454,10088672,0,0,0,1,1,0
7455,10033405,1,1,0,1,1,1
7456,10012607,1,0,0,0,0,0
7457,10270678,1,1,1,1,1,1
7458,10207784,0,0,0,1,1,0
7459,10090828,0,0,1,1,1,0
7460,10101979,0,0,0,1,1,0
7461,10226059,0,1,1,1,1,1
7462,10088345,1,0,0,1,1,0
7463,10272212,0,1,0,1,1,1
7464,10015095,0,1,0,1,1,1
7465,10156834,1,1,1,1,1,1
7466,10197902,0,0,1,1,1,0
7467,10042662,0,1,1,1,1,1
7468,10093601,1,1,1,1,1,1
7469,10165948,0,1,0,1,1,1
7470,10233756,0,1,1,1,1,1
7471,10097854,1,1,0,1,1,1
7472,10003300,1,1,0,1,1,1
7473,10141457,1,1,0,1,1,1
7474,10198478,0,1,1,1,1,1
7475,10154469,1,0,0,1,1,0
7476,10174966,1,0,0,1,1,0
7477,10054311,1,1,1,1,1,1
7478,10193375,0,1,0,1,1,1
7479,10155013,1,1,1,1,1,1
7480,10249796,1,1,0,0,0,1
7481,10005141,1,0,1,1,1,0
7482,10108592,1,1,0,1,1,1
7483,10236772,0,1,0,1,1,1
7484,10071835,1,0,1,1,1,0
7485,10044363,1,1,0,1,1,1
7486,10206674,1,0,1,1,1,0
7487,10168322,0,1,0,1,1,1
7488,10077014,0,1,0,1,1,1
7489,10233058,0,1,1,1,1,1
7490,10251393,1,1,0,1,1,1
7491,10130649,0,0,1,0,0,0
7492,10080244,0,1,1,1,1,1
7493,10256198,1,1,1,1,1,1
7494,10246935,1,1,0,1,1,1
7495,10151013,1,0,1,1,1,0
7496,10241665,0,0,0,1,1,0
7497,10195173,1,1,1,1,1,1
7498,10217545,0,0,1,1,1,0
7499,10196427,1,0,0,0,0,0
7500,10211546,0,0,1,1,1,0
7501,10165467,0,1,1,1,1,1
7502,10215819,0,1,0,1,1,1
7503,10042811,1,0,1,0,0,0
7504,10006535,1,0,0,0,0,0
7505,10112092,1,0,0,1,1,0
7506,10169734,0,1,1,1,1,1
7507,10150520,1,1,1,1,1,1
7508,10234838,1,0,1,1,1,0
7509,10200042,0,1,1,1,1,1
7510,10241965,1,0,0,1,1,0
7511,10065437,0,1,0,1,1,1
7512,10074443,0,0,0,1,1,0
7513,10058501,1,0,1,0,0,0
7514,10250455,1,1,0,1,1,1
7515,10035899,1,1,0,1,1,1
7516,10161024,0,1,0,1,1,1
7517,10044960,1,1,0,1,1,1
7518,10242854,1,1,0,1,1,1
7519,10077879,1,1,0,1,1,1
7520,10097398,1,0,0,1,1,0
7521,10182436,1,1,0,1,1,1
7522,10133161,0,1,0,1,1,1
7523,10234371,0,0,0,1,1,0
7524,10157938,0,0,1,1,1,0
7525,10119452,1,1,0,1,1,1
7526,10234517,1,0,1,1,1,0
7527,10123482,1,0,0,1,1,0
7528,10172325,1,0,0,1,1,0
7529,10037732,0,1,0,1,1,1
7530,10184602,1,0,1,0,0,0
7531,10085790,1,0,0,1,1,0
7532,10044232,0,1,0,1,1,1
7533,10231718,1,0,0,0,0,0
7534,10152925,0,1,1,1,1,1
7535,10053715,0,1,1,1,1,1
7536,10072112,1,1,0,1,1,1
7537,10098956,1,1,1,1,1,1
7538,10000808,1,1,1,1,1,1
7539,10157155,1,0,0,1,1,0
7540,10181868,1,1,1,1,1,1
7541,10138146,1,1,0,1,1,1
7542,10108384,0,1,0,1,1,1
7543,10159132,1,0,1,1,1,0
7544,10253954,0,1,1,1,1,1
7545,10199056,0,1,0,1,1,1
7546,10173553,1,0,0,1,1,0
7547,10117386,1,0,0,1,1,0
7548,10043067,0,1,0,1,1,1
7549,10219024,1,1,1,1,1,1
7550,10084568,1,1,1,1,1,1
7551,10151150,1,0,0,1,1,0
7552,10085528,1,0,0,1,1,0
7553,10270697,0,1,1,1,1,1
7554,10262251,0,1,0,1,1,1
7555,10266505,1,1,0,0,0,1
7556,10164679,0,1,0,1,1,1
7557,10156746,1,1,1,1,1,1
7558,10165108,0,1,0,1,1,1
7559,10212115,0,1,0,1,1,1
7560,10224350,1,1,1,1,1,1
7561,10256048,1,1,0,1,1,1
7562,10084128,0,1,0,1,1,1
7563,10250963,0,0,0,0,0,0
7564,10191675,1,0,0,1,1,0
7565,10113775,1,1,1,1,1,1
7566,10020754,0,0,0,1,1,0
7567,10257383,1,1,1,1,1,1
7568,10271028,1,1,1,1,1,1
7569,10206077,1,1,1,1,1,1
7570,10205505,0,0,0,1,1,0
7571,10231830,1,0,0,1,1,0
7572,10237272,1,1,0,1,1,1
7573,10097058,0,0,0,1,1,0
7574,10191292,1,0,1,1,1,0
7575,10162762,1,1,1,1,1,1
7576,10259272,1,1,0,1,1,1
7577,10111136,1,1,0,1,1,1
7578,10256113,0,1,0,1,1,1
7579,10261867,1,0,1,1,1,0
7580,10090566,0,1,0,1,1,1
7581,10220302,0,1,0,1,1,1
7582,10254744,0,1,0,1,1,1
7583,10272386,1,1,0,1,1,1
7584,10013340,1,0,1,0,0,0
7585,10006422,1,0,0,1,1,0
7586,10169974,0,1,0,1,1,1
7587,10161764,0,0,1,1,1,0
7588,10262475,0,1,0,1,1,1
7589,10240627,1,0,0,1,1,1
7590,10252728,0,0,1,1,1,0
7591,10194589,1,0,1,1,1,0
7592,10096978,0,1,0,1,1,1
7593,10107064,1,1,0,1,1,1
7594,10261820,0,0,0,1,1,0
7595,10039914,0,1,0,1,1,1
7596,10186968,1,1,0,1,1,1
7597,10260972,0,1,0,1,1,1
7598,10040879,1,1,0,1,1,1
7599,10195476,1,0,1,1,1,0
7600,10188700,0,1,0,1,1,1
7601,10099848,1,1,0,1,1,1
7602,10152166,0,1,0,1,1,1
7603,10022775,0,1,0,1,1,1
7604,10055693,0,1,1,1,1,1
7605,10143120,1,1,0,1,1,1
7606,10130352,0,0,1,1,1,0
7607,10025857,1,0,0,1,1,0
7608,10189734,1,0,0,1,1,0
7609,10012656,0,0,1,1,1,0
7610,10254341,0,0,1,1,1,0
7611,10258991,0,1,1,1,1,1
7612,10205199,1,1,1,1,1,1
7613,10001846,1,1,1,1,1,1
7614,10267036,1,0,0,0,0,0
7615,10019926,0,1,1,1,1,1
7616,10002223,1,1,0,1,1,1
7617,10050304,1,0,0,1,1,0
7618,10070337,1,1,0,1,1,1
7619,10179017,1,0,0,0,0,0
7620,10004767,0,0,0,1,1,0
7621,10077431,0,0,0,1,1,0
7622,10035335,1,1,1,1,1,1
7623,10020411,1,1,1,1,1,1
7624,10064970,1,1,0,1,1,1
7625,10153459,1,1,1,1,1,1
7626,10087842,1,0,0,1,1,0
7627,10028071,1,1,1,1,1,1
7628,10231458,1,0,1,1,1,0
7629,10269140,0,1,0,1,1,1
7630,10073707,0,1,1,1,1,1
7631,10189722,1,1,0,1,1,1
7632,10089043,0,0,0,1,1,0
7633,10191431,1,0,0,1,1,0
7634,10146873,1,0,0,1,1,0
7635,10037059,0,1,1,1,1,1
7636,10158712,0,0,1,1,1,0
7637,10122910,0,1,1,1,1,1
7638,10110301,1,0,0,1,1,0
7639,10227266,1,1,0,1,1,1
7640,10067140,0,1,0,1,1,1
7641,10132020,0,1,0,1,1,1
7642,10038143,0,1,0,0,0,1
7643,10000240,1,0,0,1,1,0
7644,10009067,0,1,0,1,1,1
7645,10149273,0,0,0,1,1,0
7646,10172531,0,1,0,1,1,1
7647,10102295,1,0,0,1,1,0
7648,10155524,1,0,0,1,1,0
7649,10009511,0,0,0,1,1,0
7650,10011124,0,1,0,1,1,1
7651,10087445,1,0,0,1,1,0
7652,10053421,0,1,1,1,1,1
7653,10193580,1,0,1,0,0,0
7654,10072827,1,1,1,1,1,1
7655,10082272,0,0,0,1,1,0
7656,10010705,1,0,0,0,0,0
7657,10165538,1,0,0,0,0,0
7658,10193129,1,0,0,0,0,0
7659,10221733,0,1,0,1,1,1
7660,10148905,1,0,0,1,1,0
7661,10271231,1,1,0,1,1,1
7662,10115442,1,1,1,1,1,1
7663,10072866,1,0,1,1,1,0
7664,10220750,0,0,1,1,1,0
7665,10038735,1,1,1,1,1,1
7666,10144933,1,1,0,1,1,1
7667,10129799,1,1,1,1,1,1
7668,10226202,1,0,1,1,1,0
7669,10017808,1,1,0,1,1,1
7670,10091083,1,1,1,1,1,1
7671,10221384,0,1,1,1,1,1
7672,10028163,1,1,1,1,1,1
7673,10063797,1,0,1,0,0,0
7674,10126966,1,1,0,1,1,1
7675,10028404,0,0,0,1,1,0
7676,10081077,1,1,1,1,1,1
7677,10198328,1,1,0,1,1,1
7678,10112830,1,1,1,1,1,1
7679,10035343,1,1,0,1,1,1
7680,10171256,0,1,1,1,1,1
7681,10002243,1,1,0,0,0,1
7682,10117267,0,1,1,1,1,1
7683,10004689,0,1,1,1,1,1
7684,10167107,1,1,0,1,1,0
7685,10121273,0,1,0,1,1,1
7686,10124194,1,0,1,1,1,0
7687,10147150,1,1,1,1,1,1
7688,10161431,1,0,1,1,1,0
7689,10130171,0,1,1,1,1,1
7690,10217949,0,0,1,0,0,0
7691,10028809,1,0,1,0,0,0
7692,10149851,0,1,0,1,1,1
7693,10126334,0,1,0,1,1,1
7694,10154600,1,1,1,1,1,1
7695,10007750,0,1,1,1,1,1
7696,10195887,1,1,1,1,1,1
7697,10038070,0,1,1,1,1,1
7698,10244728,0,1,0,1,1,1
7699,10069991,0,0,0,1,1,0
7700,10017875,0,1,0,0,0,1
7701,10171698,0,1,0,1,1,1
7702,10000774,0,0,0,0,0,0
7703,10264421,1,1,0,1,1,1
7704,10091319,1,0,1,1,1,0
7705,10219621,1,1,0,1,1,1
7706,10108529,1,1,1,1,1,1
7707,10180233,1,1,1,1,1,1
7708,10084919,1,1,0,1,1,1
7709,10161127,1,1,0,0,0,1
7710,10175497,0,1,1,1,1,1
7711,10004032,0,1,0,1,1,1
7712,10181409,0,1,0,1,1,1
7713,10103015,0,1,0,1,1,1
7714,10069733,1,1,0,1,1,1
7715,10251809,1,0,0,1,1,0
7716,10106558,1,0,1,1,1,0
7717,10263807,0,0,0,0,0,0
7718,10013050,1,1,0,1,1,1
7719,10082351,1,1,1,1,1,1
7720,10088797,1,1,0,1,1,1
7721,10082426,0,0,1,0,0,0
7722,10029201,1,1,1,1,1,1
7723,10042896,0,1,0,1,1,1
7724,10193288,1,0,0,1,1,0
7725,10145204,1,0,0,0,0,0
7726,10185835,0,0,0,1,1,0
7727,10054731,0,1,1,1,1,1
7728,10167763,1,0,0,1,1,0
7729,10156525,1,0,0,1,1,0
7730,10135263,1,1,0,1,1,1
7731,10224778,1,1,0,1,1,1
7732,10037406,1,0,0,0,0,0
7733,10230590,1,0,0,1,1,0
7734,10015841,1,1,1,1,1,1
7735,10217867,1,1,1,1,1,1
7736,10268414,1,1,1,1,1,1
7737,10029715,1,1,0,1,1,1
7738,10207288,1,1,0,1,1,1
7739,10043333,1,1,0,1,1,1
7740,10155871,0,0,1,1,1,0
7741,10225162,0,1,1,1,1,1
7742,10010783,0,0,0,0,0,0
7743,10076157,0,1,0,1,1,1
7744,10235239,1,1,0,1,1,1
7745,10067951,1,0,1,1,1,0
7746,10019686,1,1,0,1,1,1
7747,10226043,1,0,0,1,1,0
7748,10220762,1,1,1,1,1,1
7749,10103662,0,0,0,0,0,0
7750,10239573,1,0,1,1,1,0
7751,10125786,0,0,0,0,0,0
7752,10166218,0,0,1,1,1,0
7753,10106253,0,0,1,1,1,0
7754,10127773,1,1,0,1,1,1
7755,10048282,1,1,0,1,1,1
7756,10047980,1,0,1,0,0,0
7757,10210083,1,0,1,0,0,0
7758,10141835,1,1,0,1,1,1
7759,10121935,1,1,0,1,1,1
7760,10221643,1,0,0,1,1,0
