,Loan_Amount_Requested,Length_Employed,Home_Owner,Annual_Income,Income_Verified,Purpose_Of_Loan,Debt_To_Income,Inquiries_Last_6Mo,Months_Since_Deliquency,Number_Open_Accounts,Total_Accounts,Gender,Length_Employed_10+ years,Length_Employed_2 years,Length_Employed_3 years,Length_Employed_4 years,Length_Employed_5 years,Length_Employed_6 years,Length_Employed_7 years,Length_Employed_8 years,Length_Employed_9 years,Length_Employed_< 1 year,Home_Owner_None,Home_Owner_Other,Home_Owner_Own,Home_Owner_Rent,Income_Verified_VERIFIED - income source,Income_Verified_not verified,Purpose_Of_Loan_credit_card,Purpose_Of_Loan_debt_consolidation,Purpose_Of_Loan_educational,Purpose_Of_Loan_home_improvement,Purpose_Of_Loan_house,Purpose_Of_Loan_major_purchase,Purpose_Of_Loan_medical,Purpose_Of_Loan_moving,Purpose_Of_Loan_other,Purpose_Of_Loan_renewable_energy,Purpose_Of_Loan_small_business,Purpose_Of_Loan_vacation,Purpose_Of_Loan_wedding,Gender_Male
8353,28800.0,4 years,Mortgage,65000.0,VERIFIED - income source,debt_consolidation,23.03,2,28.0,14,27,Female,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8354,16000.0,7 years,Mortgage,44000.0,not verified,credit_card,20.98,0,25.0,9,16,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8355,19200.0,8 years,Mortgage,106000.0,VERIFIED - income,home_improvement,20.53,1,1.0,30,54,Male,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8356,21500.0,7 years,Mortgage,109000.0,VERIFIED - income,debt_consolidation,10.82,0,49.0,12,25,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8357,17625.0,9 years,Mortgage,40000.0,not verified,credit_card,15.6,0,7.0,16,36,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8358,24000.0,3 years,Mortgage,75000.0,VERIFIED - income,debt_consolidation,16.71,1,50.0,27,64,Female,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8359,30000.0,10+ years,Mortgage,75000.0,VERIFIED - income source,credit_card,10.7,0,70.0,10,22,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8360,32200.0,1 year,Mortgage,73000.0,VERIFIED - income source,home_improvement,9.51,1,55.0,6,18,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8361,10000.0,9 years,Mortgage,58000.0,VERIFIED - income source,credit_card,17.16,0,16.0,11,30,Female,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8362,30000.0,10+ years,Rent,91000.0,VERIFIED - income,debt_consolidation,15.29,0,10.0,11,19,Female,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8363,4000.0,9 years,Rent,70000.0,VERIFIED - income source,debt_consolidation,13.05,0,60.0,12,13,Female,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8364,7750.0,2 years,Rent,72000.0,VERIFIED - income,small_business,8.78,2,15.0,5,10,Male,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8365,8000.0,3 years,Mortgage,40000.0,VERIFIED - income,debt_consolidation,9.69,0,32.0,3,11,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8366,4375.0,7 years,Rent,73000.0,not verified,credit_card,24.86,0,6.0,5,14,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8367,1000.0,2 years,Rent,45000.0,not verified,credit_card,11.01,0,71.0,8,19,Male,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8368,14000.0,7 years,Mortgage,73000.0,VERIFIED - income,debt_consolidation,28.47,0,5.0,13,22,Female,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8369,20000.0,10+ years,Mortgage,66000.0,VERIFIED - income source,debt_consolidation,24.44,0,18.0,5,17,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8370,17000.0,< 1 year,Rent,70000.0,not verified,debt_consolidation,23.8,0,10.0,13,43,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8371,5850.0,4 years,Mortgage,100000.0,VERIFIED - income source,debt_consolidation,7.68,1,34.0,6,8,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8372,12000.0,4 years,Mortgage,41000.0,VERIFIED - income source,debt_consolidation,13.5,0,66.0,8,12,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8373,10975.0,7 years,Rent,27500.0,VERIFIED - income source,debt_consolidation,20.6,0,1.0,10,12,Female,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8374,6700.0,9 years,Own,73000.0,not verified,debt_consolidation,9.88,0,14.0,13,24,Male,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8375,10800.0,5 years,Mortgage,65000.0,not verified,debt_consolidation,16.88,0,54.0,10,14,Male,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8376,10000.0,7 years,Rent,45000.0,VERIFIED - income source,debt_consolidation,32.27,1,86.0,13,16,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8377,9600.0,< 1 year,Rent,35000.0,VERIFIED - income,debt_consolidation,33.26,0,55.0,9,21,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8378,32500.0,6 years,Mortgage,257000.0,VERIFIED - income source,credit_card,12.5,0,60.0,14,34,Male,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8379,35000.0,4 years,Mortgage,95000.0,VERIFIED - income,debt_consolidation,20.73,0,46.0,18,29,Female,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8380,18000.0,5 years,Rent,80000.0,VERIFIED - income,debt_consolidation,15.74,0,77.0,10,28,Female,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8381,23850.0,7 years,Mortgage,76000.0,VERIFIED - income,debt_consolidation,9.79,0,59.0,20,43,Female,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8382,14400.0,4 years,Mortgage,90000.0,VERIFIED - income,credit_card,15.99,0,33.0,15,21,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8383,10000.0,10+ years,Mortgage,95000.0,VERIFIED - income,credit_card,10.66,2,2.0,10,31,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8384,9500.0,1 year,Mortgage,53000.0,VERIFIED - income,debt_consolidation,8.78,4,64.0,16,52,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8385,24800.0,10+ years,Mortgage,150000.0,VERIFIED - income source,debt_consolidation,4.98,0,37.0,17,55,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8386,26400.0,10+ years,Mortgage,97102.0,VERIFIED - income,credit_card,22.74,0,34.0,16,23,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8387,5000.0,3 years,Rent,60000.0,not verified,debt_consolidation,21.98,0,29.0,8,12,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8388,8500.0,3 years,Mortgage,73000.0,not verified,debt_consolidation,9.22,0,9.0,7,20,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8389,19200.0,5 years,Mortgage,111000.0,VERIFIED - income source,debt_consolidation,16.5,0,38.0,12,27,Male,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8390,19475.0,10+ years,Mortgage,60000.0,not verified,credit_card,13.3,0,48.0,8,13,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8391,4800.0,8 years,Mortgage,70000.0,VERIFIED - income,other,17.93,1,52.0,22,35,Male,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8392,1600.0,6 years,Rent,35000.0,not verified,other,2.26,0,74.0,4,9,Male,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8393,20000.0,10+ years,Mortgage,70000.0,VERIFIED - income,debt_consolidation,29.31,2,66.0,18,63,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8394,10050.0,10+ years,Mortgage,24000.0,VERIFIED - income source,debt_consolidation,18.75,1,76.0,11,41,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8395,16000.0,10+ years,Own,600000.0,not verified,small_business,4.61,0,30.0,7,18,Male,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8396,8000.0,9 years,Mortgage,80000.0,not verified,credit_card,7.51,0,14.0,11,24,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8397,10000.0,3 years,Rent,83000.0,not verified,debt_consolidation,6.53,0,47.0,10,12,Female,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8398,11000.0,2 years,Mortgage,50000.0,VERIFIED - income source,credit_card,28.11,2,31.0,11,26,Female,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8399,3950.0,10+ years,Rent,73000.0,not verified,credit_card,15.27,0,34.0,7,25,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8400,24800.0,5 years,Mortgage,54000.0,VERIFIED - income,debt_consolidation,26.02,0,3.0,15,25,Male,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8401,5875.0,4 years,Mortgage,73000.0,not verified,debt_consolidation,13.77,0,44.0,7,24,Female,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8402,35000.0,10+ years,Mortgage,73000.0,VERIFIED - income,debt_consolidation,30.54,1,32.0,19,33,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8403,15000.0,7 years,Own,73000.0,VERIFIED - income,debt_consolidation,8.88,2,8.0,5,35,Male,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8404,17000.0,3 years,Mortgage,62000.0,not verified,debt_consolidation,25.42,0,24.0,12,33,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8405,16000.0,10+ years,Rent,73000.0,not verified,debt_consolidation,16.18,1,17.0,13,43,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8406,22000.0,10+ years,Mortgage,130000.0,VERIFIED - income source,debt_consolidation,19.28,3,67.0,21,43,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8407,19600.0,2 years,Mortgage,73000.0,VERIFIED - income,debt_consolidation,26.88,0,51.0,25,63,Female,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8408,35000.0,2 years,Mortgage,80000.0,VERIFIED - income,credit_card,20.66,1,49.0,21,40,Male,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8409,7200.0,4 years,Rent,65000.0,not verified,debt_consolidation,14.25,0,17.0,6,7,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8410,4300.0,< 1 year,Rent,27500.0,VERIFIED - income,debt_consolidation,24.96,1,80.0,12,22,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8411,5300.0,4 years,Mortgage,24996.0,VERIFIED - income,debt_consolidation,4.7,2,15.0,3,4,Female,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8412,11500.0,< 1 year,Rent,45000.0,VERIFIED - income,medical,28.69,1,6.0,12,27,Female,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8413,24000.0,8 years,Mortgage,90000.0,VERIFIED - income,debt_consolidation,29.53,1,28.0,13,31,Male,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8414,12000.0,1 year,Rent,73000.0,VERIFIED - income source,other,2.79,1,28.0,8,31,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8415,7000.0,10+ years,Mortgage,50000.0,VERIFIED - income source,credit_card,10.3,0,20.0,10,22,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8416,8325.0,6 years,Mortgage,40000.0,not verified,debt_consolidation,22.08,0,70.0,11,22,Female,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8417,12000.0,5 years,Mortgage,65000.0,VERIFIED - income source,credit_card,17.69,0,21.0,25,50,Male,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8418,25000.0,5 years,Mortgage,101000.0,VERIFIED - income source,debt_consolidation,12.07,1,14.0,14,25,Male,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8419,17475.0,1 year,Rent,73000.0,VERIFIED - income,debt_consolidation,8.66,0,9.0,8,12,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8420,7200.0,7 years,Mortgage,73000.0,not verified,credit_card,21.32,0,15.0,11,29,Female,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8421,19200.0,10+ years,Mortgage,84800.0,not verified,debt_consolidation,16.54,0,69.0,11,24,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8422,6325.0,3 years,Own,30000.0,VERIFIED - income source,debt_consolidation,29.24,0,39.0,8,22,Male,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8423,33300.0,10+ years,Mortgage,73000.0,VERIFIED - income,home_improvement,24.41,1,12.0,22,50,Female,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8424,5000.0,1 year,Mortgage,90360.0,VERIFIED - income source,car,8.01,2,76.0,9,12,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8425,20000.0,10+ years,Mortgage,114343.0,VERIFIED - income,credit_card,14.89,0,55.0,10,17,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8426,10000.0,8 years,Rent,52000.0,not verified,major_purchase,10.87,1,4.0,12,17,Female,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8427,35000.0,2 years,Rent,110000.0,VERIFIED - income source,debt_consolidation,12.92,0,81.0,9,31,Male,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8428,12000.0,10+ years,Mortgage,560000.0,VERIFIED - income source,debt_consolidation,1.56,0,78.0,7,23,Female,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8429,12000.0,2 years,Rent,60000.0,VERIFIED - income,debt_consolidation,12.68,0,41.0,8,34,Male,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8430,6000.0,10+ years,Rent,60000.0,VERIFIED - income source,credit_card,18.4,0,6.0,17,34,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8431,16325.0,10+ years,Mortgage,52600.0,VERIFIED - income source,credit_card,16.34,3,13.0,11,12,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8432,17125.0,7 years,Rent,39000.0,VERIFIED - income,debt_consolidation,23.75,0,43.0,10,16,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8433,20000.0,8 years,Mortgage,68000.0,VERIFIED - income,debt_consolidation,23.49,0,39.0,6,8,Female,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8434,15000.0,7 years,Mortgage,45000.0,VERIFIED - income source,credit_card,17.68,0,1.0,12,23,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8435,5000.0,10+ years,Mortgage,63999.0,not verified,home_improvement,23.12,3,8.0,17,32,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8436,14400.0,3 years,Rent,50000.0,not verified,debt_consolidation,13.66,2,32.0,11,23,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8437,2800.0,4 years,Rent,73000.0,not verified,credit_card,13.53,0,11.0,7,10,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8438,5200.0,1 year,Mortgage,55000.0,not verified,debt_consolidation,24.22,0,10.0,7,24,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8439,23500.0,5 years,Mortgage,105000.0,VERIFIED - income,debt_consolidation,20.51,3,11.0,18,36,Female,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8440,15000.0,4 years,Rent,65000.0,VERIFIED - income source,credit_card,16.88,1,56.0,11,34,Female,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8441,18500.0,10+ years,Mortgage,245000.0,not verified,credit_card,9.78,0,31.0,17,35,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8442,9000.0,10+ years,Mortgage,95000.0,VERIFIED - income source,medical,7.69,3,44.0,8,30,Female,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8443,18000.0,2 years,Rent,48000.0,VERIFIED - income,credit_card,17.58,3,12.0,12,23,Male,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8444,35000.0,3 years,Rent,272000.0,VERIFIED - income source,debt_consolidation,10.36,1,1.0,25,44,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8445,10000.0,10+ years,Rent,67000.0,VERIFIED - income source,debt_consolidation,15.62,2,29.0,9,20,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8446,9600.0,< 1 year,Rent,76000.0,not verified,debt_consolidation,15.46,3,34.0,11,59,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8447,22750.0,< 1 year,Mortgage,51000.0,VERIFIED - income,credit_card,24.8,1,16.0,16,28,Female,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8448,21000.0,10+ years,Mortgage,105000.0,VERIFIED - income,debt_consolidation,12.43,0,82.0,12,16,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8449,12000.0,5 years,Rent,41000.0,not verified,credit_card,25.12,1,62.0,10,13,Male,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8450,10500.0,< 1 year,Rent,70000.0,VERIFIED - income,debt_consolidation,7.71,0,32.0,12,20,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8451,12000.0,10+ years,Mortgage,114000.0,VERIFIED - income source,debt_consolidation,15.05,0,25.0,11,19,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8452,1000.0,2 years,Rent,41600.0,not verified,debt_consolidation,9.75,2,47.0,4,5,Female,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8453,25000.0,10+ years,Mortgage,70000.0,VERIFIED - income source,debt_consolidation,13.05,0,6.0,12,28,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8454,20000.0,2 years,Mortgage,40000.0,VERIFIED - income source,debt_consolidation,14.4,0,61.0,10,14,Male,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8455,29000.0,10+ years,Mortgage,100000.0,VERIFIED - income source,debt_consolidation,33.36,0,81.0,16,34,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8456,10000.0,10+ years,Mortgage,80000.0,VERIFIED - income source,debt_consolidation,15.45,1,23.0,11,22,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8457,20000.0,2 years,Mortgage,71823.0,VERIFIED - income,debt_consolidation,22.57,1,81.0,11,33,Male,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8458,17600.0,1 year,Rent,73000.0,VERIFIED - income,credit_card,25.03,1,48.0,23,40,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8459,20000.0,10+ years,Own,98000.0,VERIFIED - income source,debt_consolidation,20.36,0,60.0,16,37,Female,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8460,10000.0,10+ years,Mortgage,55000.0,not verified,credit_card,18.28,0,42.0,11,47,Female,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8461,12000.0,8 years,Mortgage,42000.0,VERIFIED - income,debt_consolidation,15.91,1,36.0,13,23,Female,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8462,19200.0,9 years,Mortgage,165000.0,VERIFIED - income,small_business,21.52,0,25.0,27,56,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8463,8000.0,10+ years,Own,35652.0,VERIFIED - income source,other,29.25,0,36.0,6,21,Female,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8464,10000.0,10+ years,Own,34000.0,VERIFIED - income,debt_consolidation,14.4,2,9.0,11,37,Female,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8465,7000.0,5 years,Mortgage,48000.0,VERIFIED - income source,debt_consolidation,8.5,1,31.0,14,38,Male,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8466,6000.0,10+ years,Rent,39000.0,not verified,debt_consolidation,15.97,0,45.0,10,22,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8467,30000.0,2 years,Mortgage,250000.0,VERIFIED - income,debt_consolidation,11.23,1,40.0,10,37,Male,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8468,2400.0,9 years,Rent,22790.0,not verified,moving,17.06,0,13.0,3,21,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
8469,25000.0,7 years,Mortgage,350000.0,not verified,debt_consolidation,6.06,3,7.0,13,39,Male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8470,18000.0,2 years,Mortgage,60000.0,VERIFIED - income,debt_consolidation,9.86,1,38.0,16,24,Male,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
